Jometry Game Id,Jarchive Game Id,Season,Game In Season,Date,Podium,Contestant,Jometry Contestant Id,JAtt,JBuz,JCor,JInc,JDD,JFinal$,DJAtt,DJBuz,DJCor,DJInc,DJDD1,DJDD2,DJFinal$,FJCor,FJWager,FJFinal$
2634,8852,40,141,03/25/2024,1,Celeste DiNucci,7900,19,6,5,1,,2400,22,12,7,5,,,800,0,800,0
2634,8852,40,141,03/25/2024,2,Austin Rogers,3357,22,10,9,2,1600,5600,18,7,6,1,,,9600,0,1696,7904
2634,8852,40,141,03/25/2024,3,Amy Schneider,834,27,15,14,1,,7600,20,12,13,1,6000,-1000,28600,0,0,28600
2635,8853,40,142,03/26/2024,1,MacKenzie Jones,505,22,12,8,4,,2200,13,8,3,5,,,600,0,10,590
2635,8853,40,142,03/26/2024,2,Arthur Chu,7904,22,11,11,1,1000,6400,12,8,8,1,,-10000,5600,1,0,5600
2635,8853,40,142,03/26/2024,3,David Madden,7905,24,11,9,2,,4200,20,10,11,0,5000,,18400,1,1,18401
2636,8854,40,143,03/27/2024,1,Alex Jacob,7333,19,12,12,0,,6600,15,7,6,1,,,14200,0,14200,0
2636,8854,40,143,03/27/2024,2,Jennifer Quail,502,18,4,3,1,,1600,21,13,10,4,5000,,11000,1,11000,22000
2636,8854,40,143,03/27/2024,3,Brandon Blackwell,7908,21,10,11,0,1000,6200,21,9,9,1,,11400,23600,0,4801,18799
2637,8855,40,144,03/28/2024,1,Sam Kavanaugh,508,26,5,4,2,-1000,200,22,7,9,0,2000,2200,12000,0,4400,7600
2637,8855,40,144,03/28/2024,2,Chuck Forrest,7910,19,10,8,2,,2600,13,6,6,0,,,11000,0,4801,6199
2637,8855,40,144,03/28/2024,3,Monica Thieu,7911,20,14,13,1,,8200,14,11,10,1,,,15800,0,8201,7599
2638,8856,40,145,03/29/2024,1,Victoria Groce,7912,26,15,14,1,,7600,27,16,14,2,,,22800,1,6001,28801
2638,8856,40,145,03/29/2024,2,Dhruv Gaur,3776,12,9,9,1,2000,5200,15,2,3,0,,6400,14400,0,8401,5999
2638,8856,40,145,03/29/2024,3,Ben Ingram,7914,20,5,3,2,,-200,20,10,9,2,-2000,,5800,1,1854,7654
2639,8858,40,146,04/01/2024,1,Lilly Chin,3446,12,4,4,0,,2000,14,8,6,3,-5000,,3000,0,0,3000
2639,8858,40,146,04/01/2024,2,Colby Burnett,7916,16,7,7,1,1800,4800,16,9,8,1,,,14800,0,9601,5199
2639,8858,40,146,04/01/2024,3,Sam Buttrey,877,16,12,11,1,,4600,15,10,11,0,,10600,24400,1,5201,29601
2640,8859,40,147,04/02/2024,1,Amy Schneider,834,19,15,15,0,,8400,19,11,9,2,,,17600,1,17500,35100
2640,8859,40,147,04/02/2024,2,Jennifer Quail,502,16,6,6,1,-3000,1200,19,8,7,1,,,7200,0,7200,0
2640,8859,40,147,04/02/2024,3,David Madden,7905,17,4,3,1,,400,17,8,10,0,2000,5000,17400,1,209,17609
2641,8860,40,148,04/03/2024,1,Larissa Kelly,7896,17,12,12,1,-3600,4000,19,9,9,0,,,13200,0,1000,12200
2641,8860,40,148,04/03/2024,2,Andrew He,819,25,11,10,1,,5600,11,8,10,0,9600,6000,32000,1,0,32000
2641,8860,40,148,04/03/2024,3,Sam Kavanaugh,508,25,6,5,1,,800,24,8,7,1,,,9200,0,0,9200
2642,8862,40,149,04/04/2024,1,Matt Jackson,7230,26,11,10,1,,4800,20,6,6,0,,,10400,0,10399,1
2642,8862,40,149,04/04/2024,2,Sam Buttrey,877,23,10,9,1,,3800,13,6,7,0,5400,,16000,1,11001,27001
2642,8862,40,149,04/04/2024,3,Victoria Groce,7912,24,11,9,3,2600,6000,25,15,14,2,,9000,27000,1,5001,32001
2643,8865,40,150,04/05/2024,1,Amy Schneider,834,27,11,11,0,,6200,23,13,11,2,,,15000,1,15000,30000
2643,8865,40,150,04/05/2024,2,Victoria Groce,7912,28,10,11,0,4200,10600,22,8,7,2,,13400,29600,0,401,29199
2643,8865,40,150,04/05/2024,3,Andrew He,819,24,9,7,2,,2600,18,7,7,1,4200,,9600,0,0,9600
2644,8877,40,151,04/08/2024,1,Amy Schneider,834,16,5,6,0,4400,8800,17,6,6,1,,12000,26000,1,11601,37601
2644,8877,40,151,04/08/2024,2,Victoria Groce,7912,24,13,13,0,,6800,26,16,17,0,11200,,37600,1,14401,52001
2644,8877,40,151,04/08/2024,3,Andrew He,819,17,6,6,0,,3000,20,7,6,1,,,8600,1,8000,16600
2645,8879,40,152,04/09/2024,1,Amy Schneider,834,24,6,6,0,,4200,21,9,9,1,-6200,,7200,1,1400,8600
2645,8879,40,152,04/09/2024,2,Victoria Groce,7912,26,14,14,1,-2800,5800,25,12,11,2,,-6000,11400,1,8601,20001
2645,8879,40,152,04/09/2024,3,Andrew He,819,20,7,7,0,,3200,21,7,6,1,,,10000,1,4401,14401
2646,8881,40,153,04/10/2024,1,Lucas Partridge,5342,23,17,12,5,,3600,11,6,5,1,,,7600,0,7600,0
2646,8881,40,153,04/10/2024,2,Lee Wilkins,7937,18,5,3,2,,0,13,5,4,1,,,5200,0,3000,2200
2646,8881,40,153,04/10/2024,3,Daniel Rosenberg,7938,24,9,9,1,1600,4600,15,10,7,5,-1800,1600,7200,0,7200,0
2647,8883,40,154,04/11/2024,1,Lee Wilkins,7937,19,9,6,3,,800,15,10,5,5,,,3200,0,0,3200
2647,8883,40,154,04/11/2024,2,Brian Hardzinski,7940,23,6,5,1,,2400,17,10,10,1,,2000,14000,1,14000,28000
2647,8883,40,154,04/11/2024,3,Alison Betts,7941,25,17,15,3,2000,9000,18,8,8,1,2000,,14600,1,14000,28600
2648,8886,40,155,04/12/2024,1,Alison Betts,7941,21,9,9,1,1000,4600,17,14,14,2,7000,2000,25600,1,7500,33100
2648,8886,40,155,04/12/2024,2,Sarah Avery,7943,20,12,11,1,,5200,12,7,6,1,,,8400,0,4801,3599
2648,8886,40,155,04/12/2024,3,Brian Phillips,7944,11,3,2,1,,200,12,5,5,0,,,6600,1,1801,8401
2649,8898,40,156,04/15/2024,1,Alison Betts,7941,23,16,15,2,3000,10000,20,11,11,2,5000,5000,26800,1,9000,35800
2649,8898,40,156,04/15/2024,2,Joshua Beckett,7946,21,12,11,1,,6800,15,7,6,1,,,8400,1,1201,9601
2649,8898,40,156,04/15/2024,3,Adam Sieff,7947,12,0,0,0,,0,11,4,4,0,,,4800,0,3000,1800
2650,8900,40,157,04/16/2024,1,Alison Betts,7941,21,12,12,1,2000,6800,20,9,7,2,,,11200,0,1000,10200
2650,8900,40,157,04/16/2024,2,Veronica Tabor,7949,15,11,7,4,,1200,12,6,3,3,,,0,,,0
2650,8900,40,157,04/16/2024,3,Eric Reimund,7950,8,4,3,1,,400,22,14,13,3,2400,-4000,11600,0,11599,1
2651,8903,40,158,04/17/2024,1,Alison Betts,7941,26,15,10,5,,3600,17,11,9,3,4800,,12800,1,1000,13800
2651,8903,40,158,04/17/2024,2,Vidya Ravella,7952,21,9,8,2,1000,2200,20,8,6,3,,-6000,-1400,,,-1400
2651,8903,40,158,04/17/2024,3,Jeff Plate,7953,18,7,6,1,,2200,16,7,6,1,,,5400,0,1204,4196
2652,8905,40,159,04/18/2024,1,Alison Betts,7941,27,12,12,1,-1800,5000,22,9,7,2,,,11000,0,8500,2500
2652,8905,40,159,04/18/2024,2,Rob Blumenstein,7955,17,5,5,0,,3600,14,5,5,1,3600,,9600,0,9559,41
2652,8905,40,159,04/18/2024,3,Marko Saric,7956,21,13,11,2,,4400,22,14,11,4,,2900,12900,0,9101,3799
2653,8907,40,160,04/19/2024,1,Marko Saric,7956,21,13,11,2,,4800,18,12,12,1,-4500,,15900,1,6901,22801
2653,8907,40,160,04/19/2024,2,Scott Nations,7958,19,4,4,0,,2400,10,7,7,1,,4200,11400,0,6901,4499
2653,8907,40,160,04/19/2024,3,Molly Fitzpatrick,7959,26,15,12,4,-1000,4000,12,6,4,2,,,4800,1,4798,9598
2654,8911,40,161,04/22/2024,1,Marko Saric,7956,24,14,15,0,3600,12800,19,6,5,2,,-3300,14700,0,13501,1199
2654,8911,40,161,04/22/2024,2,Nam Nguyen,7961,19,11,11,0,,5200,19,16,16,1,5000,,28200,0,1201,26999
2654,8911,40,161,04/22/2024,3,Elly Trickett,7962,17,4,2,2,,-400,15,5,3,2,,,-800,,,-800
2655,8912,40,162,04/23/2024,1,Nam Nguyen,7961,20,14,13,1,,8600,17,11,12,1,-3000,2000,17600,0,401,17199
2655,8912,40,162,04/23/2024,2,Lianne Schaffer,7964,16,5,5,1,1000,2600,14,3,3,0,,,7000,1,7000,14000
2655,8912,40,162,04/23/2024,3,Mark Lashley,7965,12,8,7,1,,1800,21,13,10,3,,,9000,1,8601,17601
2656,8913,40,163,04/24/2024,1,Mark Lashley,7965,22,10,10,1,-1000,4600,14,4,4,1,-2000,,8600,1,801,9401
2656,8913,40,163,04/24/2024,2,Paul Drake,7967,26,9,9,0,,5800,22,10,7,3,,,9400,1,7801,17201
2656,8913,40,163,04/24/2024,3,Amy Hummel,7968,25,10,10,0,,6000,15,11,10,2,,-4000,13200,1,5700,18900
2657,8914,40,164,04/25/2024,1,Amy Hummel,7968,21,14,12,2,,5800,13,12,13,1,-3000,2000,18800,0,5,18795
2657,8914,40,164,04/25/2024,2,Tyler Jarvis,7970,15,10,10,1,1800,6200,7,2,2,0,,,8600,0,4599,4001
2657,8914,40,164,04/25/2024,3,Justin Brandt,7971,6,4,3,1,,800,4,1,1,0,,,2000,0,0,2000
2658,8915,40,165,04/26/2024,1,Amy Hummel,7968,21,11,11,1,1000,5400,17,11,11,1,,1500,17700,1,2800,20500
2658,8915,40,165,04/26/2024,2,Dan Byrne,7973,19,12,11,1,,6600,11,5,4,1,,,10200,1,10199,20399
2658,8915,40,165,04/26/2024,3,Matt Mawhinney,7974,21,7,5,2,,800,18,11,8,4,2000,,4000,0,3998,2
2659,8916,40,166,04/29/2024,1,Amy Hummel,7968,25,12,10,2,,3400,19,13,10,3,,,13800,1,13799,27599
2659,8916,40,166,04/29/2024,2,Ferdinand Percentie,7976,19,13,9,5,1000,3400,19,13,13,2,5000,4000,21600,0,7801,13799
2659,8916,40,166,04/29/2024,3,Kirsten Lundquist,7977,17,6,3,3,,0,7,2,2,0,,,800,1,800,1600
2660,8917,40,167,04/30/2024,1,Amy Hummel,7968,19,8,8,0,,4800,16,11,7,4,,,7600,1,7600,15200
2660,8917,40,167,04/30/2024,2,Bryan Carrasco,7979,17,10,9,2,1000,4200,14,6,7,1,-10200,1200,3200,1,3198,6398
2660,8917,40,167,04/30/2024,3,Laura Bligh,7980,19,11,9,2,,4800,17,10,7,3,,,7600,0,0,7600
2661,8918,40,168,05/01/2024,1,Amy Hummel,7968,15,7,5,2,,3000,15,9,9,2,-4000,-4200,3600,0,3599,1
2661,8918,40,168,05/01/2024,2,Weckiai Rannila,7982,24,15,13,2,,5400,20,11,8,3,,,11400,0,1401,9999
2661,8918,40,168,05/01/2024,3,Nils Cousin,7983,15,8,9,0,2400,6000,9,4,2,2,,,6400,0,4000,2400
2662,8921,40,169,05/02/2024,1,Weckiai Rannila,7982,22,11,11,0,,6600,15,11,9,2,,,15000,1,3001,18001
2662,8921,40,169,05/02/2024,2,Angelus Kocoshis,7985,21,12,12,1,-2400,4200,19,10,7,5,3400,-5000,4600,1,0,4600
2662,8921,40,169,05/02/2024,3,Sarah Hardy,7986,19,6,6,0,,3800,11,6,5,1,,,9000,1,8999,17999
2663,8922,40,170,05/03/2024,1,Weckiai Rannila,7982,21,9,8,2,-1000,1800,22,12,8,5,,-1000,3600,1,3600,7200
2663,8922,40,170,05/03/2024,2,Deana Krumhansl,7988,17,10,8,2,,2600,14,8,8,0,,,9400,0,8201,1199
2663,8922,40,170,05/03/2024,3,Henry Lindstrom,7989,20,9,8,1,,4600,10,6,4,3,3000,,8800,0,7800,1000
2666,8923,40,171,05/06/2024,1,Weckiai Rannila,7982,25,18,18,1,1000,10000,16,10,10,1,-2000,,19600,0,6801,12799
2666,8923,40,171,05/06/2024,2,Matthew Smith,7991,15,6,5,1,,2800,11,6,7,0,,4000,13200,1,13200,26400
2666,8923,40,171,05/06/2024,3,Carrie Klaus,7992,16,6,6,0,,3000,11,6,6,0,,,10600,0,9000,1600
2669,8926,40,172,05/07/2024,1,Matthew Smith,7991,14,8,6,2,,2600,11,4,4,0,,,7000,0,4900,2100
2669,8926,40,172,05/07/2024,2,Daniel King,7994,5,4,3,1,,1200,7,3,3,1,-2000,,2000,1,1998,3998
2669,8926,40,172,05/07/2024,3,Allison Gross,7995,15,13,12,2,2000,5800,12,9,8,2,,2000,11800,0,2201,9599
2670,8927,40,173,05/08/2024,1,Allison Gross,7995,18,11,10,1,,4400,18,14,13,2,,-4000,12400,0,2401,9999
2670,8927,40,173,05/08/2024,2,Kelcy LópezFreeman,7997,21,8,7,1,,3800,12,7,4,3,,,7400,0,2600,4800
2670,8927,40,173,05/08/2024,3,Ben Mills,7998,16,7,7,1,-1000,2000,12,4,3,2,-2000,,3200,0,0,3200
2673,8930,40,174,05/09/2024,1,Allison Gross,7995,14,9,9,0,,4400,17,12,13,1,4000,2000,19600,1,5400,25000
2673,8930,40,174,05/09/2024,2,Jennifer Trofa,8000,19,4,1,3,,-1000,12,5,3,2,,,200,0,199,1
2673,8930,40,174,05/09/2024,3,Isabella Dawis,8001,19,15,15,1,-8000,600,11,3,3,0,,,4200,0,3700,500
2674,8931,40,175,05/10/2024,1,Allison Gross,7995,13,6,5,1,,1200,7,6,6,2,4800,-6000,6000,0,6000,0
2674,8931,40,175,05/10/2024,2,Jonah Lipton,8003,18,13,13,1,3000,10400,15,10,7,3,,,12800,1,12800,25600
2674,8931,40,175,05/10/2024,3,Will Stewart,8004,17,9,9,0,,4000,20,10,10,0,,,16000,1,9601,25601
2677,8934,40,176,05/13/2024,1,Will Stewart,8004,14,7,6,2,-1000,2400,22,15,15,2,1000,4000,18600,1,100,18700
2677,8934,40,176,05/13/2024,2,Michael Richter,8006,15,8,5,3,,-400,19,9,5,4,,,-400,,,-400
2677,8934,40,176,05/13/2024,3,Joyce Yang,8007,16,10,10,0,,5200,13,4,4,0,,,9200,1,800,10000
2680,8937,40,177,05/14/2024,1,Will Stewart,8004,22,16,15,1,,7800,18,9,10,0,0,10000,28600,0,2400,26200
2680,8937,40,177,05/14/2024,2,Omar Ahmed,8009,16,5,3,2,,1200,16,8,8,1,2600,,12200,0,2201,9999
2680,8937,40,177,05/14/2024,3,Ashley Atkin,8010,20,11,9,3,-2000,2000,19,12,9,3,,,7200,0,5001,2199
2681,8938,40,178,05/15/2024,1,Will Stewart,8004,21,11,12,0,1400,7600,14,7,6,1,,,12800,1,401,13201
2681,8938,40,178,05/15/2024,2,Kathy Olson,8012,25,10,7,3,,1800,21,8,6,2,,,6600,1,6599,13199
2681,8938,40,178,05/15/2024,3,Grant DeYoung,8013,24,14,10,4,,3400,20,13,12,3,5000,-4000,13200,1,12401,25601
2684,8941,40,179,05/16/2024,1,Grant DeYoung,8013,22,14,13,2,-4000,3000,19,12,11,3,5000,6000,20800,1,0,20800
2684,8941,40,179,05/16/2024,2,Chen Yan,8015,15,7,7,0,,2800,17,9,8,1,,,9600,0,0,9600
2684,8941,40,179,05/16/2024,3,Elizabeth Brzozowski,8016,14,5,5,0,,3600,11,3,2,1,,,2400,0,2400,0
2685,8942,40,180,05/17/2024,1,Grant DeYoung,8013,19,12,12,1,3200,8000,19,13,11,3,,5000,19800,1,1001,20801
2685,8942,40,180,05/17/2024,2,Nick Coombs,8018,24,9,8,1,,3600,10,7,5,2,,,10400,0,9401,999
2685,8942,40,180,05/17/2024,3,Rachel Shelton,8019,16,6,6,0,,3800,14,4,3,2,-7000,,0,,,0
2688,8945,40,181,05/20/2024,1,Grant DeYoung,8013,19,14,9,5,,2600,24,15,9,6,,,8200,1,5801,14001
2688,8945,40,181,05/20/2024,2,Gregg Meller,8021,24,10,9,2,1000,5400,19,7,7,2,1000,-6000,6800,0,6800,0
2688,8945,40,181,05/20/2024,3,Ivvone Zhou,8022,15,5,5,0,,3000,17,8,6,2,,,7000,1,7000,14000
2691,8948,40,182,05/21/2024,1,Grant DeYoung,8013,23,16,12,5,1000,3800,19,12,10,4,-4000,3000,12400,1,399,12799
2691,8948,40,182,05/21/2024,2,Sam Spar,8024,6,2,2,0,,600,11,3,3,0,,,3400,1,1999,5399
2691,8948,40,182,05/21/2024,3,Chris D'Amico,8025,21,12,8,4,,3400,15,9,9,0,,,12600,1,12500,25100
2692,8949,40,183,05/22/2024,1,Chris D'Amico,8025,23,14,14,1,-200,6800,17,13,10,4,,-6000,6800,0,2000,4800
2692,8949,40,183,05/22/2024,2,Ellen Klages,8027,16,4,2,2,,-400,11,5,3,2,,,2000,0,70,1930
2692,8949,40,183,05/22/2024,3,Amar Kakirde,8028,18,10,9,1,,4800,17,9,9,1,4000,,15600,1,1000,16600
2695,8950,40,184,05/23/2024,1,Amar Kakirde,8028,18,7,6,2,-2800,400,13,11,10,2,,-1200,9200,0,1201,7999
2695,8950,40,184,05/23/2024,2,Brendan Gilfillan,8030,20,12,10,2,,3800,12,7,4,3,,,3000,0,2900,100
2695,8950,40,184,05/23/2024,3,Liz Capouch,8031,14,5,5,0,,1800,9,6,6,1,-3000,,5200,1,0,5200
2696,8953,40,185,05/24/2024,1,Amar Kakirde,8028,19,9,8,2,-500,4500,16,12,11,1,,,15300,1,1500,16800
2696,8953,40,185,05/24/2024,2,Has Karbalai,8033,24,16,11,5,,4000,14,8,8,2,-4400,2000,6800,1,3999,10799
2696,8953,40,185,05/24/2024,3,Anna Marie Cunningham,8034,12,7,5,2,,1400,6,0,0,0,,,1400,0,1400,0
2697,8954,40,186,05/27/2024,1,Amar Kakirde,8028,19,9,8,2,-1000,3600,14,11,11,2,4000,2000,16000,0,1500,14500
2697,8954,40,186,05/27/2024,2,Tim Keily,8036,22,14,11,3,,5000,11,5,3,2,,,5000,0,2251,2749
2697,8954,40,186,05/27/2024,3,Ryan Alcorn,8037,17,8,6,2,,1200,8,5,5,0,,,7200,0,0,7200
2698,8955,40,187,05/28/2024,1,Amar Kakirde,8028,21,13,12,2,3000,8600,12,8,6,2,,,14200,0,14199,1
2698,8955,40,187,05/28/2024,2,Abby Mann,8039,23,9,7,2,,3000,14,5,5,0,,,8200,0,3000,5200
2698,8955,40,187,05/28/2024,3,Steve Miller,8040,17,9,7,2,,1400,17,10,11,1,2000,4000,15400,0,13001,2399
2699,8956,40,188,05/29/2024,1,Abby Mann,8039,21,11,9,2,,4800,17,9,8,1,,,12400,1,3000,15400
2699,8956,40,188,05/29/2024,2,Adriana Harmeyer,8042,20,7,7,1,1000,3800,17,11,11,1,4000,,16200,1,10000,26200
2699,8956,40,188,05/29/2024,3,Brian O'Shea,8043,17,12,10,2,,4600,12,7,4,4,,-6000,-1000,,,-1000
2700,8957,40,189,05/30/2024,1,Adriana Harmeyer,8042,25,18,18,1,-2000,9000,16,10,10,1,4000,,22200,0,2200,20000
2700,8957,40,189,05/30/2024,2,Brad Miller,8045,17,7,5,2,,1600,14,10,8,3,,500,3700,1,2301,6001
2700,8957,40,189,05/30/2024,3,Sandee Baker,8046,13,4,4,0,,1800,7,6,4,2,,,3000,0,1200,1800
2701,8958,40,190,05/31/2024,1,Adriana Harmeyer,8042,21,9,8,1,,4000,19,11,11,1,-2000,,14400,1,11000,25400
2701,8958,40,190,05/31/2024,2,Amy Yao,8048,16,10,9,1,,5400,16,3,2,1,,,6200,0,2500,3700
2701,8958,40,190,05/31/2024,3,Josh Moss,8049,20,8,8,1,-3200,1000,21,12,11,2,,2000,12200,0,2201,9999
2702,8959,40,191,06/03/2024,1,Adriana Harmeyer,8042,26,10,10,0,,6600,21,13,13,1,4000,,22600,0,2400,20200
2702,8959,40,191,06/03/2024,2,Matthew Kahn,8051,17,11,11,0,,5200,16,8,5,3,,,6000,0,2000,4000
2702,8959,40,191,06/03/2024,3,Carol Ritchey,8052,25,8,9,0,2500,7900,22,7,6,2,,-7600,5900,0,5800,100
2703,8960,40,192,06/04/2024,1,Adriana Harmeyer,8042,20,15,14,1,,6200,14,14,13,1,,,17400,1,7000,24400
2703,8960,40,192,06/04/2024,2,Christina Paul,8054,12,5,4,2,-1000,600,8,2,2,1,,1000,2400,0,2400,0
2703,8960,40,192,06/04/2024,3,Travis Kissire,8055,13,6,5,1,,3000,13,5,5,1,-3800,,4800,1,4799,9599
2704,8961,40,193,06/05/2024,1,Adriana Harmeyer,8042,22,10,10,0,,5800,18,12,12,2,2000,-2000,19400,1,500,19900
2704,8961,40,193,06/05/2024,2,Kyle Sorlie Titlow,8057,17,9,7,2,,1600,11,7,4,3,,,2400,1,2399,4799
2704,8961,40,193,06/05/2024,3,Allee Mead,8058,19,9,9,1,1200,5400,11,5,5,0,,,9400,1,0,9400
2705,8962,40,194,06/06/2024,1,Adriana Harmeyer,8042,21,14,12,2,,4800,18,15,14,1,,,18800,1,800,19600
2705,8962,40,194,06/06/2024,2,Benjamin Nelson,8060,16,8,7,1,,2400,11,3,4,0,2400,,8000,0,901,7099
2705,8962,40,194,06/06/2024,3,Shira Gluck,8061,13,7,6,2,-600,3000,20,7,7,1,,-2500,8900,0,2900,6000
2706,8963,40,195,06/07/2024,1,Adriana Harmeyer,8042,22,16,15,2,-2000,5800,17,11,12,0,3000,,19600,1,7800,27400
2706,8963,40,195,06/07/2024,2,Kevin Stuhlmann,8063,19,6,6,0,,4400,23,10,9,1,,,13600,0,6300,7300
2706,8963,40,195,06/07/2024,3,Amogha Tadimety,8064,8,3,3,0,,1000,11,7,5,3,,-1000,3600,1,1600,5200
2707,8964,40,196,06/10/2024,1,Adriana Harmeyer,8042,23,13,9,4,,3000,17,9,8,2,1500,,12100,1,9500,21600
2707,8964,40,196,06/10/2024,2,Aaron Lemos,8066,26,12,8,4,,1600,17,7,4,3,,,1600,0,1600,0
2707,8964,40,196,06/10/2024,3,Josh Fry,8067,21,10,9,2,-2800,1600,18,11,11,1,,1500,10700,0,1401,9299
2708,8965,40,197,06/11/2024,1,Adriana Harmeyer,8042,18,13,10,3,,3400,15,13,13,1,,-3000,14400,1,6600,21000
2708,8965,40,197,06/11/2024,2,Sarah Hartzell,8069,7,5,4,2,-1000,-600,8,4,4,1,2000,,5400,1,3000,8400
2708,8965,40,197,06/11/2024,3,Scott McCann,8070,16,10,9,1,,5000,13,6,6,0,,,10200,1,8001,18201
2709,8966,40,198,06/12/2024,1,Adriana Harmeyer,8042,25,14,14,0,,7600,16,10,11,0,,1000,20600,1,12400,33000
2709,8966,40,198,06/12/2024,2,Connor Townsend,8072,15,7,6,1,,2000,7,6,6,0,,,9600,0,2600,7000
2709,8966,40,198,06/12/2024,3,Enzo Cunanan,8073,20,7,7,1,-1200,4000,18,11,10,2,4000,,16400,1,15000,31400
2710,8967,40,199,06/13/2024,1,Adriana Harmeyer,8042,19,14,10,4,,2800,14,9,10,0,,3000,15800,1,4000,19800
2710,8967,40,199,06/13/2024,2,Hakme Lee,8075,11,8,6,3,-1000,2000,12,6,6,0,,,9200,0,3000,6200
2710,8967,40,199,06/13/2024,3,Mike Flanagan,8076,14,6,4,2,,400,19,8,7,2,-2000,,4400,1,726,5126
2711,8968,40,200,06/14/2024,1,Adriana Harmeyer,8042,21,12,12,1,1000,7200,15,7,7,0,,,12400,1,8100,20500
2711,8968,40,200,06/14/2024,2,Susan Ayoob,8078,14,4,4,0,,3000,15,5,5,0,,,10200,0,10200,0
2711,8968,40,200,06/14/2024,3,Kaitlin Tarr,8079,20,11,10,1,,3800,15,11,11,2,-3000,2000,12800,0,410,12390
2712,8969,40,201,06/17/2024,1,Adriana Harmeyer,8042,21,14,13,1,,7000,11,5,6,0,4000,,16200,1,10800,27000
2712,8969,40,201,06/17/2024,2,Ty Patton,8081,20,10,8,3,1000,2800,10,8,8,1,,5000,13400,1,13399,26799
2712,8969,40,201,06/17/2024,3,Kelsey Kaunisviita Vockrodt,8082,16,6,4,2,,-600,10,5,4,1,,,2200,0,0,2200
2713,8970,40,202,06/18/2024,1,Adriana Harmeyer,8042,20,11,11,0,,6800,17,9,7,2,,,13600,1,10000,23600
2713,8970,40,202,06/18/2024,2,Mark Gagliardi,8084,23,10,10,1,-2200,2800,17,7,7,0,,,7200,0,7195,5
2713,8970,40,202,06/18/2024,3,Colleen Matthews,8085,17,6,6,0,,3400,20,11,10,3,-2000,-2000,10600,1,4000,14600
2714,8971,40,203,06/19/2024,1,Adriana Harmeyer,8042,21,11,12,0,1500,8100,13,7,4,3,,,9300,0,1400,7900
2714,8971,40,203,06/19/2024,2,Drew Basile,8087,21,11,10,1,,5600,16,13,11,3,10000,,23600,0,118,23482
2714,8971,40,203,06/19/2024,3,Tekla Sauter,8088,21,5,5,0,,3200,16,7,8,0,,3000,10600,1,8001,18601
2715,8972,40,204,06/20/2024,1,Drew Basile,8087,21,16,12,4,,3600,16,10,11,1,3000,1200,15800,0,6000,9800
2715,8972,40,204,06/20/2024,2,Bob Longstreth,8090,22,8,5,3,,600,14,7,7,0,,,8600,0,2202,6398
2715,8972,40,204,06/20/2024,3,Jonquil Garrick-Reynolds,8091,20,9,7,3,-1000,1200,22,11,9,2,,,10400,0,9200,1200
2716,8973,40,205,06/21/2024,1,Drew Basile,8087,20,11,8,3,,4400,23,11,12,0,,4000,20000,1,0,20000
2716,8973,40,205,06/21/2024,2,Richelle Brown,8093,18,8,7,1,,2800,16,7,5,3,-3000,,1000,0,5,995
2716,8973,40,205,06/21/2024,3,Josh Heit,8094,21,11,11,1,-3400,2000,16,7,7,0,,,10000,1,10000,20000
2717,8974,40,206,06/24/2024,1,Drew Basile,8087,22,17,16,1,,9800,23,18,17,3,2000,-200,26400,0,4000,22400
2717,8974,40,206,06/24/2024,2,Erin Buker,8096,14,4,2,2,,-400,10,5,0,5,,,-7200,,,-7200
2717,8974,40,206,06/24/2024,3,Graham Hicks,8097,19,10,9,2,1600,4600,12,6,6,0,,,11000,0,10999,1
2718,8975,40,207,06/25/2024,1,Drew Basile,8087,27,12,10,2,,3600,16,13,11,3,,3000,11800,1,3801,15601
2718,8975,40,207,06/25/2024,2,Staci Garner,8099,19,10,9,1,,5800,12,5,3,2,,,7400,0,4401,2999
2718,8975,40,207,06/25/2024,3,Alan Elverum,8100,20,7,7,1,-3000,1000,20,11,8,4,2000,,7800,1,7001,14801
2719,8976,40,208,06/26/2024,1,Drew Basile,8087,22,15,12,3,,5000,18,11,12,1,3000,3000,20200,1,118,20318
2719,8976,40,208,06/26/2024,2,Natalie Miliano,8102,20,9,6,3,,2200,15,3,3,0,,,6200,0,1500,4700
2719,8976,40,208,06/26/2024,3,Maryl Harris,8103,18,10,10,1,1000,4800,20,11,8,3,,,10000,0,3799,6201
2720,8977,40,209,06/27/2024,1,Drew Basile,8087,23,10,10,1,-1000,4600,16,8,9,0,,4000,19000,0,1000,18000
2720,8977,40,209,06/27/2024,2,Luke Hemphill,8105,13,6,6,0,,2600,12,8,7,1,,,7800,0,7000,800
2720,8977,40,209,06/27/2024,3,Jayaker Kolli,8106,22,11,10,1,,5800,14,9,7,3,-2000,,7800,1,0,7800
2721,8978,40,210,06/28/2024,1,Drew Basile,8087,17,11,5,7,-1000,-1400,21,14,14,2,-3000,-2000,9600,0,8399,1201
2721,8978,40,210,06/28/2024,2,Andrew Fox,8108,15,8,5,3,,200,16,6,4,2,,,600,1,600,1200
2721,8978,40,210,06/28/2024,3,Cat Pisacano,8109,15,10,9,1,,3400,11,6,4,2,,,5800,1,5700,11500
2722,8979,40,211,07/01/2024,1,Cat Pisacano,8109,19,15,13,2,,5200,11,9,9,1,,-2500,12300,0,8901,3399
